Id_Pays, Annee, Nbr_diabetique, Code_Sexe
33,1983,1.0439271589377128,1
33,1984,1.0446712921752976,1
33,1985,1.045512847719191,1
33,1986,1.0463376689671054,1
33,1987,1.0471964636796805,1
33,1988,1.0480984773358388,1
33,1989,1.048985086031933,1
33,1990,1.0500009302308704,1
33,1991,1.0510363751667209,1
33,1992,1.0521412435924223,1
33,1993,1.0532910908870801,1
33,1994,1.0545988897324599,1
33,1995,1.0561082480314873,1
33,1996,1.0580723640995035,1
33,1997,1.0602401751281694,1
33,1998,1.0624205028844578,1
33,1999,1.0646216574798906,1
33,2000,1.0667176977597943,1
33,2001,1.0686898544429048,1
33,2002,1.0704908958730559,1
33,2003,1.0720061324718027,1
33,2004,1.073212801760993,1
33,2005,1.0741224342264148,1
33,2006,1.0747959802347617,1
33,2007,1.0753576650917388,1
33,2008,1.0758957041094798,1
33,2009,1.0763797917958658,1
33,2010,1.0769740817175913,1
33,2011,1.0777680394354758,1
33,2012,1.0783151590123779,1
33,2013,1.0789160056201773,1
33,2014,1.0795952326053546,1
34,1980,37.27,1
34,1981,39.96,1
34,1982,43.07,1
34,1983,46.73,1
34,1984,50.93,1
34,1985,55.68,1
34,1986,61.19,1
34,1987,67.48,1
34,1988,74.59,1
34,1989,82.45,1
34,1990,91.01,1
34,1991,99.89,1
34,1992,108.93,1
34,1993,117.92,1
34,1994,126.89,1
34,1995,136.02,1
34,1996,144.98,1
34,1997,153.86,1
34,1998,162.67,1
34,1999,171.4,1
34,2000,179.95,1
34,2001,188.17,1
34,2002,196.3,1
34,2003,204.25,1
34,2004,211.94,1
34,2005,219.74,1
34,2006,228.14,1
34,2007,237.3,1
34,2008,246.88,1
34,2009,256.54,1
34,2010,266.87,1
34,2011,277.9,1
34,2012,288.83,1
34,2013,300.14,1
34,2014,311.83,1
36,1980,3232.6,1
36,1981,3391.47,1
36,1982,3557.93,1
36,1983,3728.52,1
36,1984,3910.41,1
36,1985,4102.7,1
36,1986,4305.77,1
36,1987,4515.96,1
36,1988,4726.58,1
36,1989,4940.45,1
36,1990,5156.9,1
36,1991,5376.91,1
36,1992,5593.08,1
36,1993,5812.81,1
36,1994,6041.55,1
36,1995,6284.4,1
36,1996,6530.85,1
36,1997,6788.14,1
36,1998,7059.34,1
36,1999,7349.74,1
36,2000,7665.49,1
36,2001,7994.73,1
36,2002,8339.24,1
36,2003,8695.42,1
36,2004,9077.35,1
36,2005,9480.83,1
36,2006,9899.98,1
36,2007,10331.69,1
36,2008,10769.47,1
36,2009,11207.51,1
36,2010,11667.18,1
36,2011,12139.38,1
36,2012,12647.78,1
36,2013,13189.11,1
36,2014,13752.21,1
37,1980,2604.78,1
37,1981,2729.51,1
37,1982,2866.22,1
37,1983,2970.86,1
37,1984,3094.07,1
37,1985,3222.9,1
37,1986,3354.02,1
37,1987,3486.56,1
37,1988,3638.91,1
37,1989,3792.02,1
37,1990,3936.96,1
37,1991,4086.18,1
37,1992,4232.01,1
37,1993,4406.46,1
37,1994,4323.87,1
37,1995,4413.36,1
37,1996,4759.12,1
37,1997,4830.73,1
37,1998,4897.47,1
37,1999,5063.49,1
37,2000,5259.31,1
37,2001,5441.59,1
37,2002,5655.48,1
37,2003,5886.9,1
37,2004,6136.76,1
37,2005,6421.49,1
37,2006,6713.42,1
37,2007,6997.19,1
37,2008,7280.7,1
37,2009,7597.0,1
37,2010,7995.67,1
37,2011,8381.55,1
37,2012,8688.66,1
37,2013,9003.33,1
37,2014,9345.81,1
38,1980,2795.33,1
38,1981,2926.01,1
38,1982,3067.42,1
38,1983,3257.46,1
38,1984,3455.47,1
38,1985,3653.57,1
38,1986,3849.28,1
38,1987,4071.36,1
38,1988,4316.07,1
38,1989,4550.02,1
38,1990,4785.78,1
38,1991,5043.76,1
38,1992,5306.25,1
38,1993,5640.28,1
38,1994,6024.06,1
38,1995,6341.63,1
38,1996,6595.19,1
38,1997,6844.98,1
38,1998,7102.06,1
38,1999,7365.04,1
38,2000,7639.14,1
38,2001,7918.45,1
38,2002,8207.21,1
38,2003,8501.0,1
38,2004,8807.03,1
38,2005,9131.24,1
38,2006,9476.69,1
38,2007,9835.83,1
38,2008,10222.84,1
38,2009,10604.17,1
38,2010,10989.09,1
38,2011,11384.45,1
38,2012,11785.7,1
38,2013,12200.8,1
38,2014,12632.88,1
39,1980,1930.85,1
39,1981,2049.7,1
39,1982,2188.75,1
39,1983,2315.81,1
39,1984,2446.77,1
39,1985,2611.13,1
39,1986,2794.3,1
39,1987,2992.06,1
39,1988,3208.49,1
39,1989,3439.05,1
39,1990,3682.73,1
39,1991,3942.02,1
39,1992,4212.82,1
39,1993,4501.13,1
39,1994,4801.03,1
39,1995,5119.48,1
39,1996,5462.88,1
39,1997,5824.37,1
39,1998,6211.67,1
39,1999,6621.25,1
39,2000,7059.93,1
39,2001,7530.58,1
39,2002,8034.12,1
39,2003,8583.85,1
39,2004,9167.22,1
39,2005,9770.59,1
39,2006,10385.16,1
39,2007,11003.56,1
39,2008,11637.5,1
39,2009,12290.26,1
39,2010,12967.21,1
39,2011,13661.44,1
39,2012,14382.69,1
39,2013,15135.02,1
39,2014,15928.31,1
40,1980,2438.33,1
40,1981,2556.58,1
40,1982,2687.23,1
40,1983,2835.92,1
40,1984,3002.79,1
40,1985,3187.02,1
40,1986,3383.01,1
40,1987,3596.01,1
40,1988,3837.04,1
40,1989,4104.54,1
40,1990,4408.42,1
40,1991,4718.13,1
40,1992,5025.76,1
40,1993,5335.63,1
40,1994,5653.53,1
40,1995,5982.76,1
40,1996,6310.2,1
40,1997,6647.34,1
40,1998,6996.24,1
40,1999,7347.68,1
40,2000,7718.26,1
40,2001,8116.56,1
40,2002,8545.26,1
40,2003,8986.31,1
40,2004,9422.91,1
40,2005,9870.54,1
40,2006,10332.77,1
40,2007,10818.73,1
40,2008,11314.33,1
40,2009,11835.74,1
40,2010,12379.93,1
40,2011,12950.84,1
40,2012,13538.38,1
40,2013,14185.3,1
40,2014,14869.34,1
43,1980,644.46,1
43,1981,666.8,1
43,1982,692.61,1
43,1983,721.87,1
43,1984,754.29,1
43,1985,789.55,1
43,1986,826.88,1
43,1987,867.62,1
43,1988,910.36,1
43,1989,957.67,1
43,1990,1015.68,1
43,1991,1083.68,1
43,1992,1155.81,1
43,1993,1231.91,1
43,1994,1312.47,1
43,1995,1396.51,1
43,1996,1478.3,1
43,1997,1559.97,1
43,1998,1646.89,1
43,1999,1739.38,1
43,2000,1838.8,1
43,2001,1947.0,1
43,2002,2051.94,1
43,2003,2162.27,1
43,2004,2282.65,1
43,2005,2404.44,1
43,2006,2534.93,1
43,2007,2665.71,1
43,2008,2795.12,1
43,2009,2929.27,1
43,2010,3067.52,1
43,2011,3206.04,1
43,2012,3337.32,1
43,2013,3451.87,1
43,2014,3561.92,1
44,1980,1297.75,1
44,1981,1326.56,1
44,1982,1356.79,1
44,1983,1454.8,1
44,1984,1568.3,1
44,1985,1631.53,1
44,1986,1693.97,1
44,1987,1799.38,1
44,1988,1924.0,1
44,1989,2057.0,1
44,1990,2198.99,1
44,1991,2333.47,1
44,1992,2496.02,1
44,1993,2680.09,1
44,1994,2815.29,1
44,1995,2950.55,1
44,1996,3156.2,1
44,1997,3374.16,1
44,1998,3569.92,1
44,1999,3778.15,1
44,2000,4004.52,1
44,2001,4246.65,1
44,2002,4498.35,1
44,2003,4770.85,1
44,2004,5085.69,1
44,2005,5441.68,1
44,2006,5788.91,1
44,2007,6119.29,1
44,2008,6445.94,1
44,2009,6780.03,1
44,2010,7122.1,1
44,2011,7461.93,1
44,2012,7835.24,1
44,2013,8229.03,1
44,2014,8656.5,1
45,1980,5680.61,1
45,1981,5784.78,1
45,1982,5891.13,1
45,1983,6012.74,1
45,1984,6145.55,1
45,1985,6290.91,1
45,1986,6446.87,1
45,1987,6614.68,1
45,1988,6801.74,1
45,1989,7006.51,1
45,1990,7223.7,1
45,1991,7441.92,1
45,1992,7659.33,1
